machine_id,loc_name,latitude,longitude,capacity,area_id,product_id,product_name,price,purchase_id,purchase_date,product_id,machine_id,pos_price,customer_id,area_name
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,31,1470956505,2,1,10.0,4,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,32,1471042905,4,7,15.0,2,"Castro SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,2,T-Shirt,10.0,33,1471042905,2,3,10.0,4,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,5,Water,1.0,34,1471042905,5,10,1.0,5,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,1,Coke,1.5,35,1471042905,1,11,1.5,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,36,1471042905,10,3,11.0,7,"Downtown SF"
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,7,"Guide of SF",4.0,37,1471129305,7,4,4.0,1,"Downtown SF"
2,"Union Square",37.7899946,-122.4041545,12,1,3,Peanuts,1.5,38,1471129305,3,2,1.5,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,3,Peanuts,1.5,39,1471215705,3,9,1.5,8,"Castro SF"
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,40,1471302105,2,1,10.0,1,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,4,"Battery Chargers",15.0,41,1471302105,4,6,15.0,2,"Castro SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,5,Water,1.0,42,1471302105,5,10,1.0,5,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,5,Water,1.0,43,1471302105,5,15,1.0,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,44,1471302105,10,3,11.0,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,45,1471388505,6,9,5.0,2,"Castro SF"
5,"The Ferry Building",37.7943947,-122.3981726,12,1,2,T-Shirt,10.0,46,1471388505,2,5,10.0,4,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,5,Water,1.0,47,1471388505,5,6,1.0,5,"Castro SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,4,"Battery Chargers",15.0,48,1471474905,4,6,15.0,2,"Castro SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,49,1471474905,4,7,15.0,5,"Castro SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,50,1471561305,4,7,15.0,2,"Castro SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,2,T-Shirt,10.0,51,1471561305,2,3,10.0,4,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,4,"Battery Chargers",15.0,52,1471647705,4,6,15.0,2,"Castro SF"
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,8,"Dog Treats",3.0,53,1471647705,8,1,3.0,4,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,6,Sunscreen,5.0,54,1471647705,6,7,5.0,5,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,55,1471647705,3,11,1.5,6,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,10,"Reading Glasses",11.0,56,1471647705,10,1,11.0,7,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,57,1471647705,8,8,3.0,8,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,10,"Reading Glasses",11.0,58,1471647705,10,12,11.0,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,5,Water,1.0,59,1471734105,5,2,1.0,1,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,6,Sunscreen,5.0,60,1471734105,6,6,5.0,2,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,61,1471734105,3,15,1.5,3,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,2,T-Shirt,10.0,62,1471734105,2,2,10.0,4,"Downtown SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,63,1471734105,3,15,1.5,6,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,10,"Reading Glasses",11.0,64,1471734105,10,2,11.0,7,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,8,"Dog Treats",3.0,65,1471734105,8,7,3.0,8,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,66,1471734105,3,11,1.5,9,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,5,Water,1.0,67,1471820505,5,1,1.0,1,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,68,1471820505,6,9,5.0,2,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,1,Coke,1.5,69,1471820505,1,14,1.5,3,Oakland
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,70,1471820505,3,15,1.5,6,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,10,"Reading Glasses",11.0,71,1471820505,10,1,11.0,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,8,"Dog Treats",3.0,72,1471820505,8,9,3.0,8,"Castro SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,4,"Battery Chargers",15.0,73,1471906905,4,3,15.0,1,"Downtown SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,4,"Battery Chargers",15.0,74,1471906905,4,12,15.0,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,8,"Dog Treats",3.0,75,1471906905,8,5,3.0,4,"Downtown SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,76,1471906905,3,12,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,77,1471906905,10,4,11.0,7,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,78,1471906905,8,8,3.0,8,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,3,Peanuts,1.5,79,1471906905,3,14,1.5,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,4,"Battery Chargers",15.0,80,1471993305,4,2,15.0,1,"Downtown SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,9,Beer,4.5,81,1471993305,9,14,4.5,3,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,10,"Reading Glasses",11.0,82,1471993305,10,2,11.0,4,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,8,"Dog Treats",3.0,83,1471993305,8,6,3.0,5,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,84,1471993305,3,11,1.5,6,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,85,1471993305,10,5,11.0,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,8,"Dog Treats",3.0,86,1471993305,8,9,3.0,8,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,3,Peanuts,1.5,87,1471993305,3,14,1.5,9,Oakland
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,4,"Battery Chargers",15.0,88,1472079705,4,12,15.0,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,2,T-Shirt,10.0,89,1472079705,2,5,10.0,4,"Downtown SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,1,Coke,1.5,90,1472079705,1,13,1.5,6,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,4,"Battery Chargers",15.0,91,1472079705,4,2,15.0,7,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,8,"Dog Treats",3.0,92,1472079705,8,7,3.0,8,"Castro SF"
2,"Union Square",37.7899946,-122.4041545,12,1,4,"Battery Chargers",15.0,93,1472166105,4,2,15.0,1,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,8,"Dog Treats",3.0,94,1472166105,8,10,3.0,2,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,1,Coke,1.5,95,1472166105,1,13,1.5,3,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,8,"Dog Treats",3.0,96,1472166105,8,1,3.0,4,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,4,"Battery Chargers",15.0,97,1472166105,4,6,15.0,5,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,1,Coke,1.5,98,1472166105,1,11,1.5,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,4,"Battery Chargers",15.0,99,1472166105,4,3,15.0,7,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,100,1472166105,8,8,3.0,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,101,1472166105,3,15,1.5,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,8,"Dog Treats",3.0,102,1472252505,8,2,3.0,1,"Downtown SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,9,Beer,4.5,103,1472252505,9,14,4.5,3,Oakland
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,104,1472252505,4,7,15.0,5,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,1,Coke,1.5,105,1472252505,1,14,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,106,1472252505,10,4,11.0,7,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,10,"Reading Glasses",11.0,107,1472252505,10,6,11.0,8,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,108,1472252505,3,12,1.5,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,5,Water,1.0,109,1472338905,5,2,1.0,1,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,8,"Dog Treats",3.0,110,1472338905,8,10,3.0,2,"Castro SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,111,1472338905,10,3,11.0,4,"Downtown SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,112,1472338905,3,11,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,113,1472338905,10,4,11.0,7,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,10,"Reading Glasses",11.0,114,1472338905,10,8,11.0,8,"Castro SF"
5,"The Ferry Building",37.7943947,-122.3981726,12,1,4,"Battery Chargers",15.0,115,1472425305,4,5,15.0,1,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,6,Sunscreen,5.0,116,1472425305,6,10,5.0,2,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,117,1472425305,3,13,1.5,3,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,9,Beer,4.5,118,1472425305,9,2,4.5,4,"Downtown SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,119,1472425305,3,12,1.5,6,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,120,1472425305,10,5,11.0,7,"Downtown SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,10,"Reading Glasses",11.0,121,1472425305,10,11,11.0,9,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,4,"Battery Chargers",15.0,122,1472511705,4,3,15.0,1,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,123,1472511705,8,8,3.0,2,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,4,"Battery Chargers",15.0,124,1472511705,4,15,15.0,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,2,T-Shirt,10.0,125,1472511705,2,5,10.0,4,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,126,1472511705,6,9,5.0,5,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,1,Coke,1.5,127,1472511705,1,15,1.5,6,Oakland
13,"Highland Hospital",37.8024413,-122.2586135,12,3,10,"Reading Glasses",11.0,128,1472511705,10,13,11.0,9,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,4,"Battery Chargers",15.0,129,1472598105,4,4,15.0,1,"Downtown SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,1,Coke,1.5,130,1472598105,1,14,1.5,6,Oakland
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,10,"Reading Glasses",11.0,131,1472598105,10,7,11.0,8,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,3,Peanuts,1.5,132,1472598105,3,14,1.5,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,5,Water,1.0,133,1472684505,5,2,1.0,1,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,134,1472684505,4,7,15.0,2,"Castro SF"
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,8,"Dog Treats",3.0,135,1472684505,8,1,3.0,4,"Downtown SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,1,Coke,1.5,136,1472684505,1,12,1.5,6,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,10,"Reading Glasses",11.0,137,1472684505,10,1,11.0,7,"Downtown SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,10,"Reading Glasses",11.0,138,1472684505,10,12,11.0,9,Oakland
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,1,Coke,1.5,139,1472770905,1,11,1.5,3,Oakland
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,8,"Dog Treats",3.0,140,1472770905,8,7,3.0,8,"Castro SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,5,Water,1.0,141,1472857305,5,3,1.0,1,"Downtown SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,1,Coke,1.5,142,1472857305,1,15,1.5,6,Oakland
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,143,1472857305,8,8,3.0,8,"Castro SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,8,"Dog Treats",3.0,144,1472943705,8,3,3.0,1,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,145,1472943705,4,7,15.0,2,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,4,"Battery Chargers",15.0,146,1472943705,4,11,15.0,3,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,9,Beer,4.5,147,1472943705,9,2,4.5,4,"Downtown SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,148,1472943705,3,11,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,149,1472943705,10,4,11.0,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,9,Beer,4.5,150,1472943705,9,10,4.5,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,10,"Reading Glasses",11.0,151,1472943705,10,15,11.0,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,7,"Guide of SF",4.0,152,1473030105,7,2,4.0,1,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,6,Sunscreen,5.0,153,1473030105,6,10,5.0,2,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,4,"Battery Chargers",15.0,154,1473030105,4,14,15.0,3,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,9,Beer,4.5,155,1473030105,9,4,4.5,4,"Downtown SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,156,1473030105,10,3,11.0,7,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,157,1473030105,8,8,3.0,8,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,158,1473030105,3,13,1.5,9,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,4,"Battery Chargers",15.0,159,1473116505,4,4,15.0,1,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,160,1473116505,6,9,5.0,2,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,161,1473116505,3,12,1.5,3,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,3,Peanuts,1.5,162,1473116505,3,4,1.5,4,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,5,Water,1.0,163,1473116505,5,10,1.0,5,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,1,Coke,1.5,164,1473116505,1,14,1.5,6,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,10,"Reading Glasses",11.0,165,1473116505,10,1,11.0,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,8,"Dog Treats",3.0,166,1473116505,8,10,3.0,8,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,10,"Reading Glasses",11.0,167,1473116505,10,14,11.0,9,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,8,"Dog Treats",3.0,168,1473202905,8,1,3.0,1,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,4,"Battery Chargers",15.0,169,1473202905,4,9,15.0,2,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,170,1473202905,3,13,1.5,3,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,2,T-Shirt,10.0,171,1473202905,2,2,10.0,4,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,8,"Dog Treats",3.0,172,1473202905,8,9,3.0,5,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,173,1473202905,3,11,1.5,6,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,10,"Reading Glasses",11.0,174,1473202905,10,1,11.0,7,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,10,"Reading Glasses",11.0,175,1473202905,10,6,11.0,8,"Castro SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,176,1473289305,6,9,5.0,2,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,177,1473289305,3,12,1.5,3,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,178,1473289305,2,1,10.0,4,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,179,1473289305,6,9,5.0,5,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,180,1473289305,3,13,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,181,1473289305,10,4,11.0,7,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,182,1473289305,8,8,3.0,8,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,10,"Reading Glasses",11.0,183,1473289305,10,11,11.0,9,Oakland
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,184,1473375705,6,9,5.0,2,"Castro SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,7,"Guide of SF",4.0,185,1473375705,7,10,4.0,5,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,1,Coke,1.5,186,1473375705,1,11,1.5,6,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,10,"Reading Glasses",11.0,187,1473375705,10,1,11.0,7,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,10,"Reading Glasses",11.0,188,1473375705,10,8,11.0,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,189,1473375705,3,15,1.5,9,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,4,"Battery Chargers",15.0,190,1473462105,4,4,15.0,1,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,8,"Dog Treats",3.0,191,1473462105,8,7,3.0,2,"Castro SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,2,T-Shirt,10.0,192,1473462105,2,3,10.0,4,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,7,"Guide of SF",4.0,193,1473462105,7,8,4.0,5,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,1,Coke,1.5,194,1473462105,1,15,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,195,1473462105,10,4,11.0,7,"Downtown SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,196,1473462105,3,12,1.5,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,5,Water,1.0,197,1473548505,5,2,1.0,1,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,198,1473548505,4,7,15.0,2,"Castro SF"
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,199,1473548505,2,1,10.0,4,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,200,1473548505,4,7,15.0,5,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,1,Coke,1.5,201,1473548505,1,13,1.5,6,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,3,Peanuts,1.5,202,1473548505,3,2,1.5,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,8,"Dog Treats",3.0,203,1473548505,8,9,3.0,8,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,204,1473548505,3,12,1.5,9,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,5,Water,1.0,205,1473634905,5,1,1.0,1,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,206,1473634905,8,8,3.0,2,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,3,Peanuts,1.5,207,1473634905,3,14,1.5,3,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,9,Beer,4.5,208,1473634905,9,4,4.5,4,"Downtown SF"
